,clid,hhid,n01,n02,n_ta,n03_en,n03_co,n05,n06_1,n06_2,n06_3,n06_4,n06_5,n06_6,n06_7,n06_8,n06_9,n06_10,n06_11,n06_12,n07_mo,n07_ks
4136,1897.0,4.0,Yes,1,2,VIOLET'S JUA KALI,Vihiga  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12000.0
4137,1897.0,4.0,Yes,2,2,MAGANGA CONSTRUCTION,Vihiga  ,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,2000000.0
4138,1897.0,5.0,Yes,1,1,PRISCAH JUA KALI,Vihiga  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1800.0
4139,1897.0,7.0,Yes,1,1,FANICE JUAKALI,Vihiga  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6000.0
4140,1897.0,10.0,Yes,1,1,MASABA JUAKALI,Vihiga  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,50000.0
4141,1899.0,1.0,Yes,1,1,HAWKING ITEMS,Machakos  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,54000.0
4142,1899.0,5.0,Yes,1,1,GENERAL SHOP,Machakos  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30000.0
4143,1899.0,9.0,Yes,1,1,GROCERY SALES,Machakos  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,90000.0
4144,1900.0,2.0,Yes,1,1,SELLING CLOTH,Kajiado  ,No,,,,1.0,,,,,,,,,6.0,2000.0
4145,1900.0,3.0,Yes,1,1,IMAN COLLECTION,Kajiado  ,Yes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5000.0
4146,1900.0,5.0,Yes,1,1,POOL,Kajiado  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,200000.0
4147,1900.0,8.0,Yes,1,1,SHOP,Kajiado  ,Yes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000.0
4148,1901.0,5.0,Yes,1,1,DONKEY WATER VENDING,Kisumu  ,No,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1300.0
4149,1901.0,9.0,Yes,1,1,TINA DRESS MAKING,Kisumu  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7000.0
4150,1901.0,10.0,Yes,1,1,MAMA KEVIN FISH TRADER,Kisumu  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17000.0
4151,1902.0,2.0,Yes,1,1,LUMBERING,Nyamira  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,30000.0
4152,1902.0,6.0,Yes,1,2,BUTCHERY TRADE,Nyamira  ,DK,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,15000.0
4153,1902.0,6.0,Yes,2,2,BAR TRADE,Nyamira  ,DK,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,8500.0
4154,1903.0,6.0,Yes,1,1,EVANS' KIOSK,Nyamira  ,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,18000.0
4155,1905.0,2.0,Yes,1,1,FOOD KIOSK BUSINESS,Nairobi City  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,48000.0
4156,1905.0,3.0,Yes,1,1,GREEN GROCER,Mombasa  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,60000.0
4157,1905.0,6.0,Yes,1,1,MZEE NGALA,Mombasa  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,50000.0
4158,1906.0,2.0,Yes,1,2,MAINA BOOK,Uasin Gishu  ,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,10000.0
4159,1906.0,2.0,Yes,2,2,VISION SHOP,Uasin Gishu  ,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,5000.0
4160,1906.0,3.0,Yes,1,1,KEMBOI SHOP,Uasin Gishu  ,Yes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000.0
4161,1907.0,2.0,Yes,1,1,MANDAZI SHOP,Migori  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14400.0
4162,1907.0,4.0,Yes,1,1,SELLS MANDAZI,Migori  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4800.0
4163,1908.0,1.0,Yes,1,1,MILK VENDOR,Kakamega  ,No,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30000.0
4164,1908.0,7.0,Yes,1,1,CYBER CAFE,Kakamega  ,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,18000.0
4165,1908.0,8.0,Yes,1,2,CEREALS,Kakamega  ,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,80000.0
4166,1908.0,8.0,Yes,2,2,MPESA,Kakamega  ,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,30000.0
4167,1908.0,10.0,Yes,1,1,MILK VENDOR,Kakamega  ,No,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3000.0
4168,1909.0,9.0,Yes,1,1,NGATOTOL SHOP,Turkana  ,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0
4169,1909.0,10.0,Yes,1,1,EKAPITE 1 SHOP,Turkana  ,Yes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0
4170,1912.0,1.0,Yes,1,1,NYAKIO DRIVING SCHOOL,Murang'a  ,Yes,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,60000.0
4171,1912.0,9.0,Yes,1,1,FARM PRODUCE MARKETER,Murang'a  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6000.0
4172,1914.0,5.0,Yes,1,2,SUNRISE DELIVERY,Trans Nzoia  ,No,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,120000.0
4173,1914.0,5.0,Yes,2,2,TRANSPORT SCHOOL,Trans Nzoia  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,250000.0
4174,1915.0,4.0,Yes,1,1,MILK SELLING,Makueni  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,15000.0
4175,1915.0,5.0,Yes,1,2,VISION BAR,Makueni  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,300000.0
4176,1915.0,5.0,Yes,2,2,BOOKSHOP-VISION,Makueni  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9000.0
4177,1916.0,1.0,Yes,1,1,ICE BIZ,Homa Bay  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9000.0
4178,1916.0,2.0,Yes,1,1,MINI LINDA SUGAR SUPPLIES,Homa Bay  ,Yes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,120000.0
4179,1916.0,4.0,Yes,1,1,MINI GIFT TAILORING,Homa Bay  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,27000.0
4180,1916.0,7.0,Yes,1,1,MIN VIC OMENA,Homa Bay  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15500.0
4181,1918.0,1.0,Yes,1,1,WAIKI ENTERPRISES,Nyeri  ,Yes,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1500000.0
4182,1918.0,2.0,Yes,1,1,KANYARIS BUTCHERY,Nyeri  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,54000.0
4183,1920.0,5.0,Yes,1,1,BISHARA ENTERPRISES,Mandera  ,No,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5000.0
4184,1920.0,7.0,Yes,1,1,SHOP,Mandera  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3000.0
4185,1920.0,9.0,Yes,1,1,KIOSK,Mandera  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1000.0
4186,1921.0,2.0,Yes,1,1,MILK ENTERPRISE,Kakamega  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16200.0
4187,1921.0,3.0,Yes,1,1,MILK ENTERPRISE,Kakamega  ,No,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,43200.0
4188,1921.0,5.0,Yes,1,1,MILK ENTERPRISE,Kakamega  ,No,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,32400.0
4189,1921.0,7.0,Yes,1,1,MILK ENTERPRISE,Kakamega  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,21600.0
4190,1921.0,10.0,Yes,1,1,MILK,Kakamega  ,No,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27000.0
4191,1922.0,6.0,Yes,1,1,KIOSK,Isiolo  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,20000.0
4192,1929.0,3.0,Yes,1,1,ENTERPRISE 1,Nakuru  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,100000.0
4193,1929.0,5.0,Yes,1,2,WATER VENDOR,Nakuru  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,90000.0
4194,1929.0,5.0,Yes,2,2,TAILOR,Nakuru  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30000.0
4195,1929.0,7.0,Yes,1,1,BETTY'S SHOP,Nakuru  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,90000.0
4196,1930.0,1.0,Yes,1,1,POOL BUSINESS,West Pokot  ,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,36000.0
4197,1930.0,7.0,Yes,1,1,BUSINESS,West Pokot  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20000.0
4198,1931.0,7.0,Yes,1,1,PETMILLY,Nairobi City  ,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,300000.0
4199,1931.0,9.0,Yes,1,1,CLOTHING SHOP,Nairobi City  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,360000.0
4200,1933.0,3.0,Yes,1,1,SALOME SHOP,Machakos  ,Yes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,60000.0
4201,1933.0,5.0,Yes,1,1,RUTH SHOP,Machakos  ,Yes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18000.0
4202,1935.0,2.0,Yes,1,1,SIMON FIREWOOD BUSINESS,Nyeri  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,36000.0
4203,1936.0,2.0,Yes,1,1,MIRAA KIOSK,Makueni  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,96000.0
4204,1936.0,9.0,Yes,1,1,GREEN GROCER,Makueni  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,54000.0
4205,1937.0,3.0,Yes,1,1,AL-MADINA,Wajir  ,No,,,,1.0,,,,,,,,,,50000.0
4206,1937.0,4.0,Yes,1,1,,Wajir  ,Yes,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,
4207,1938.0,1.0,Yes,1,1,FAITH SALES,Baringo  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,8000.0
4208,1938.0,2.0,Yes,1,1,MAMA GROCERY,Baringo  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,14000.0
4209,1938.0,3.0,Yes,1,1,ALI SHOP,Baringo  ,No,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,120000.0
4210,1938.0,6.0,Yes,1,1,WAMBUI'S CHANGAA,Baringo  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,36000.0
4211,1938.0,8.0,Yes,1,1,VIDEO ROOM,Baringo  ,No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,32000.0
4212,1938.0,9.0,Yes,1,1,BLACKSTONE SHOP,Baringo  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8000.0
4213,1940.0,2.0,Yes,1,1,NYEVU,Tana River  ,Yes,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3000.0
4214,1940.0,4.0,Yes,1,1,RACHEL,Tana River  ,No,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12000.0
4215,1940.0,7.0,Yes,1,1,ZAWADI,Tana River  ,Yes,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1200.0
4216,1940.0,9.0,Yes,1,1,DAMA,Tana River  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7000.0
4217,1942.0,1.0,Yes,1,1,POSHO HOME,Nandi  ,No,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15000.0
4218,1942.0,3.0,Yes,1,1,MILK BUSINESS,Nandi  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,60000.0
4219,1942.0,4.0,Yes,1,1,NYAYO GROCERY,Nandi  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6000.0
4220,1942.0,6.0,Yes,1,1,KUNI NYAYO,Nandi  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18000.0
4221,1942.0,9.0,Yes,1,1,NYAYO SPARES AND MECHANIC,Nandi  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15000.0
4222,1943.0,2.0,Yes,1,1,HOME BAKERY,Isiolo  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36000.0
4223,1943.0,3.0,Yes,1,1,BUTCHERY,Isiolo  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130000.0
4224,1943.0,4.0,Yes,1,1,BARAKA SHOP,Isiolo  ,No,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140000.0
4225,1944.0,9.0,Yes,1,1,MANGWE,Kilifi  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1800.0
4226,1945.0,2.0,Yes,1,1,NO NAME,Busia  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,36000.0
4227,1945.0,6.0,Yes,1,1,MAMA VITA,Busia  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7200.0
4228,1946.0,1.0,Yes,1,1,BROTHERS,Siaya  ,No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4000.0
4229,1946.0,4.0,Yes,1,1,RUTH ENTREPRICE,Siaya  ,No,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18000.0
4230,1946.0,6.0,Yes,1,1,NYA GEM,Siaya  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3000.0
4231,1946.0,7.0,Yes,1,1,SALOON,Siaya  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18000.0
4232,1946.0,8.0,Yes,1,1,KINYOZI,Siaya  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10000.0
4233,1946.0,9.0,Yes,1,1,WIDEBRIDGE'S,Siaya  ,Yes,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8000.0
4234,1947.0,6.0,Yes,1,1,RETAIL SHOP,Trans Nzoia  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6000.0
4235,1948.0,1.0,Yes,1,2,MARTIN'S WEARS,Kilifi  ,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,90000.0
4236,1948.0,1.0,Yes,2,2,BODA BODA MOTORBIKE,Kilifi  ,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,30000.0
4237,1948.0,3.0,Yes,1,1,MAMA ZIRA,Kilifi  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,54000.0
4238,1948.0,6.0,Yes,1,1,WOOD CARVING,Kilifi  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4800.0
4239,1948.0,7.0,Yes,1,1,SHOE MAKING,Kilifi  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3300.0
4240,1948.0,8.0,Yes,1,1,MAMA RUTH JUICE VENDOR,Kilifi  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,23400.0
4241,1948.0,9.0,Yes,1,2,BICYCLE BODA BODA,Kilifi  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,54000.0
4242,1948.0,9.0,Yes,2,2,GROCERY,Kilifi  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,180000.0
4243,1949.0,1.0,Yes,1,1,BODABODA TRANSPORT,Kericho  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000.0
4244,1953.0,2.0,Yes,1,1,FOOD VENDOR,Kilifi  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,36000.0
4245,1953.0,5.0,Yes,1,1,RETAIL KIOSK,Kilifi  ,No,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,90000.0
4246,1953.0,6.0,Yes,1,1,SELLING VEGETABLES,Kilifi  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4500.0
4247,1953.0,7.0,Yes,1,2,DRESS MAKING TAILORING,Kilifi  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,27000.0
4248,1953.0,7.0,Yes,2,2,BAKING MAANDAZI,Kilifi  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9000.0
4249,1955.0,1.0,Yes,1,1,NDITI'S KIOSK,Machakos  ,No,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1800.0
4250,1955.0,5.0,Yes,1,1,MASHARABU MAROGE,Machakos  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,540000.0
4251,1955.0,9.0,Yes,1,1,BODA BODA,Machakos  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,54000.0
4252,1958.0,1.0,Yes,1,1,MOROWA,Tana River  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3700.0
4253,1958.0,2.0,Yes,1,2,GAFO,Tana River  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5000.0
4254,1958.0,2.0,Yes,2,2,GAFO,Tana River  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7000.0
4255,1958.0,3.0,Yes,1,2,SALIMA,Tana River  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10000.0
4256,1958.0,3.0,Yes,2,2,SALIMA,Tana River  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000.0
4257,1958.0,4.0,Yes,1,1,GAYOYE,Tana River  ,No,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12000.0
4258,1958.0,6.0,Yes,1,1,HIRIBAE,Tana River  ,No,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20000.0
4259,1958.0,7.0,Yes,1,1,ESHA,Tana River  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2000.0
4260,1959.0,1.0,Yes,1,1,JUSHAR CONSULTANTS,Nairobi City  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,300000.0
4261,1959.0,3.0,Yes,1,1,SALE OF CLOTHES,Nairobi City  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6400.0
4262,1962.0,1.0,Yes,1,1,MALI MALI SALES,Tharaka-Nithi  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30000.0
4263,1962.0,4.0,Yes,1,1,BODA BODA,Tharaka-Nithi  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18000.0
4264,1962.0,10.0,Yes,1,1,FOOD KIOSK,Tharaka-Nithi  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2500.0
4265,1963.0,4.0,Yes,1,1,SELL OF CEREALS,Trans Nzoia  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30000.0
4266,1963.0,7.0,Yes,1,2,KINYOZI,Trans Nzoia  ,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,45000.0
4267,1963.0,7.0,Yes,2,2,SALE OF FRUITS,Trans Nzoia  ,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,22500.0
4268,1963.0,10.0,Yes,1,1,COBBLER,Trans Nzoia  ,Yes,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,60000.0
4269,1964.0,6.0,Yes,1,1,ANN SALON,Machakos  ,Yes,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,36000.0
4270,1965.0,2.0,Yes,1,2,MPESA AGENT,Meru  ,Yes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,60000.0
4271,1965.0,2.0,Yes,2,2,FINE ARTS,Meru  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30000.0
4272,1965.0,4.0,Yes,1,1,GENERAL SHOP,Meru  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,36000.0
4273,1965.0,5.0,Yes,1,1,SHAKINA CEREALS,Meru  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,90000.0
4274,1965.0,7.0,Yes,1,1,MTUMBA STORE,Meru  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,60000.0
4275,1965.0,9.0,Yes,1,1,SHAKINA CEREALS,Meru  ,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,60000.0
4276,1966.0,2.0,Yes,1,2,BUTCHERY,Tharaka-Nithi  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13000.0
4277,1966.0,2.0,Yes,2,2,FOOD CAFE,Tharaka-Nithi  ,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6000.0
4278,1966.0,6.0,Yes,1,1,BODABODA,Tharaka-Nithi  ,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24000.0
4279,1968.0,1.0,Yes,1,1,MITUMBA SALES,Kakamega  ,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3000.0
